Temperature (Celsius),Precipitation (mm),Soil pH,Climate Zone,Input Expenses (Currency),Output Prices (Currency),Recommended Product
33.977710745066666,12.056688577727881,8.374023983341917,Temperate,2328.8222837892863,5166.3398558467925,Wheat
34.31264066149119,7.695320162920916,6.7383727271341,Tropical,2175.1036246975627,5609.440412661353,Rice
31.16794696232922,69.62887758781397,5.572778674390685,Arctic,1165.9966687323179,7079.306697039738,Wheat
21.092275383467413,33.98749637680661,4.5134310319957,Temperate,3548.37880329777,5315.649546039833,Corn
16.95344228012768,72.47667715287615,4.6806107293072055,Temperate,3389.1696814138772,6983.7752822776465,Rice
28.684660530243136,6.535634079894237,5.013926184780558,Arctic,3613.5339939147225,7370.031329742225,Wheat
23.803049874792027,31.529033783061035,5.129349976031341,Arctic,1769.2395841345099,7256.333070365572,Corn
17.440764696895577,53.949129237533725,7.82777226028512,Tropical,2182.618166449941,9345.874287015436,Rice
24.903538202225405,79.07231648389636,6.525502547271362,Tropical,3478.4637077796892,7650.312275258662,Soybeans
15.687770422304368,31.875250293206992,6.355259101184648,Temperate,3398.5102738396854,7339.902312390217,Rice
33.186408041575646,62.58913764370091,4.516459923411478,Arctic,3025.321237417071,7053.546226958331,Potatoes
20.17559963200034,88.5977748236187,7.870628620072457,Arctic,2401.6530000407897,9088.11689152243,Rice
28.25044568707964,61.58631881823046,7.252664364438177,Arctic,4651.7240190987595,9475.283019999166,Potatoes
21.23422152178822,23.295947475363377,4.304507628550007,Temperate,2359.080969195375,9266.212345985587,Corn
25.401360423556216,2.440078155653802,7.185257937533959,Arctic,2822.4766257490064,8367.732890656955,Rice
25.934205586865595,87.00988739009298,6.445921978041907,Arctic,3712.455323816835,5686.808729843371,Corn
18.69708911051054,2.126941085038714,4.367764055860502,Temperate,3172.0857234670566,6384.349847460061,Corn
34.39169255529117,87.47016726841994,6.062352886878954,Tropical,2387.543905457542,5230.315318409887,Wheat
30.50265646722229,52.8937134027212,6.181133292085212,Tropical,2742.579161826039,9654.12037495057,Corn
33.78997883128378,93.90676985128962,4.745985430734741,Temperate,4177.923271414024,8303.992648454552,Corn
32.89654700855297,79.87832357736654,8.25564166150127,Arctic,2112.51662194645,8731.814421566207,Rice
26.957999576221702,99.79341105333374,7.824889171662979,Temperate,1569.0209591072617,6557.858697911144,Rice
33.437484700462335,35.071181545171015,7.010600517980988,Tropical,2252.6528073191084,9228.267611386713,Soybeans
16.76985004103839,76.71882889311269,6.080330024502732,Tropical,4398.136861951605,6298.016418542393,Wheat
18.919657248382904,40.193091360924214,5.852944937130289,Temperate,1355.9588594253867,5008.218785562249,Corn
15.90454577821076,47.98756203039088,6.929380602179293,Temperate,4966.784293489807,6882.07481260347,Wheat
21.506606615265287,62.75054632183701,6.4544434123310745,Tropical,3164.01159571065,7853.807404795367,Potatoes
22.77354579378964,87.36771141863387,4.280228976468485,Temperate,4939.382975868376,7393.524289827613,Corn
20.426980635477918,98.40834691992951,6.306261919466492,Tropical,4755.98568834391,9310.380712882985,Wheat
31.57475018303859,76.82734138645182,7.628816277547777,Temperate,2811.254856843667,5527.026429780834,Soybeans
22.135066533871786,41.77667821673337,6.066579449186311,Temperate,1793.9642984213965,7769.117203168627,Soybeans
20.618690193747614,42.13570022770702,4.233804598994208,Temperate,1659.5391062605538,7564.896749104537,Corn
25.853921663164968,73.75823015888915,7.5382518972281485,Tropical,1959.95745547983,6406.9649108608155,Potatoes
17.818484499495252,23.877714576830233,4.906137019611885,Temperate,3840.530562258149,9111.140562885052,Soybeans
31.043939615080795,11.047411313139467,5.163793756996174,Tropical,2091.799978925951,8764.243279411032,Soybeans
16.491012873595416,35.462215764077655,4.741178590445331,Tropical,2365.7010784171935,8664.295936659155,Potatoes
34.73773873201034,28.723899165408174,5.485967791921739,Temperate,2795.115215978459,9380.96239134778,Wheat
30.444895385933147,29.630812045599008,7.405381775598858,Temperate,4652.930721685825,8613.923003107606,Soybeans
18.974313630683447,23.360775104990992,6.3372363677677175,Tropical,1757.5736715393843,6159.2064585736325,Rice
15.110442342472048,4.209318963636188,4.921965733678206,Tropical,1020.1062104392124,8527.813558248456,Soybeans
31.309228569096682,1.787393473341381,7.950235351684183,Arctic,1240.3856415126806,6538.514066949219,Wheat
29.137146876952343,98.77223897360315,7.958118347281881,Tropical,4619.0653667204715,6210.873251737353,Wheat
29.580143360819747,42.77731337358623,7.917602912707031,Arctic,3590.0658593734524,5365.017964498136,Corn
30.425406933718914,38.432664715968166,5.074582951216927,Arctic,2092.162477311227,8720.142901738383,Rice
16.480893034681806,67.96472826930699,6.030577048814447,Arctic,1708.7700040447644,8555.004809749056,Wheat
22.169314570885454,21.825388786506416,8.432453452633938,Temperate,2177.066946548457,6172.497388370469,Potatoes
17.317381190502594,94.99611839502253,7.474056143394957,Temperate,1459.1877090051203,8746.89508362078,Rice
32.26206851751187,78.6345014415552,4.12225339551502,Tropical,4766.131641137765,9589.204415467764,Rice
27.46596253655116,8.94110023122595,4.293420660672214,Arctic,4136.824697461067,5540.144787457896,Potatoes
21.617960497052984,41.75807757849284,6.0876911956554975,Temperate,2849.5647076501627,6163.183191933875,Soybeans
16.27116700572047,87.91183075621647,8.09149092637702,Temperate,4459.850420460808,8751.303970436576,Potatoes
21.219646434313244,94.47320222914102,6.4241580907872144,Temperate,1997.832817172929,6372.533367535391,Potatoes
21.503666440534943,46.74015112498697,6.240156286154306,Temperate,3868.482273888774,8123.319871418584,Soybeans
29.59212356676128,61.34113892107077,4.474631649804838,Temperate,4424.529996054974,5405.821122318573,Soybeans
27.751149427104263,16.70339460920752,6.955510471259323,Arctic,2427.0748464930903,7261.012395517693,Soybeans
32.744254851526534,99.11686261369765,7.699464222701015,Arctic,4029.8577818028707,8695.457109964766,Soybeans
24.444298503238986,23.16717013834434,5.71189003378403,Arctic,2180.2893970572377,8432.569715216263,Soybeans
17.391884918766035,94.27317741351257,7.4902533291639735,Arctic,2195.428541036123,9075.360503379034,Potatoes
29.2648957444599,64.96466489923685,8.340144942553653,Tropical,1428.2287142167443,9387.260633015845,Corn
30.21570097233795,60.773679487885914,4.916949066074601,Arctic,2760.232186037595,8865.91750629379,Corn
26.225543951389923,51.26885110165086,6.354983340376336,Temperate,3918.847625989689,8357.93871469463,Wheat
30.41934359909122,23.06698117177587,5.29212081138059,Arctic,4760.88322228514,5158.6124590801555,Corn
24.875911927287817,17.652803200550828,7.567844885652277,Tropical,3415.1879677163843,7674.83336704722,Corn
25.45465658763988,22.048620907017536,6.599170146465209,Temperate,4452.542150942956,5188.488624574264,Potatoes
23.550820367170992,18.643826214425452,6.855620878976367,Arctic,4289.978597160909,9040.339085580114,Soybeans
15.508382534881903,77.95844735667534,7.590613718271523,Arctic,1693.3722119011234,6603.622622299788,Soybeans
17.157828539866088,35.01252591667301,5.781867126981047,Arctic,2943.2697156505255,7812.146870589604,Potatoes
15.628583713734685,5.784267656339637,8.117905307831695,Temperate,1467.6941421015658,6397.226536594513,Corn
27.72820822527561,96.91026301408114,6.398629902607629,Temperate,3728.61264624654,8912.500721901468,Potatoes
21.287119621526536,88.37858849634257,4.710796702759066,Tropical,4799.598672984304,9432.512633209513,Wheat
25.171413823294056,92.77522831952129,7.131546031759611,Temperate,1548.357832315026,6993.21247106532,Soybeans
33.15132947852186,99.49078226464353,7.569676076972145,Temperate,3935.5325232101654,9314.611967554945,Rice
19.9858445829775,17.38952492194873,5.42542754680387,Arctic,3528.9526034714436,6335.375037281662,Wheat
23.207658460712594,39.62420189026587,7.857306656494389,Temperate,3334.420148032399,7673.3046153776195,Wheat
30.111022770860973,75.82384757040913,8.077644646445949,Arctic,2560.480938753357,9293.807149193519,Potatoes
19.57596330983245,69.60206180537922,5.24607019320014,Arctic,2420.5265910152502,6629.406713078952,Corn
16.53959819657586,15.389590633985506,8.4258466272185,Temperate,1180.9967560755515,9770.211325390428,Soybeans
20.79502905827536,81.58331249906178,4.633201876219413,Tropical,1871.6348330080539,5609.397508906918,Rice
18.22442574508009,22.444057183666068,4.9090705078112045,Tropical,1060.7075291473077,5091.375348617531,Wheat
33.59395304685146,22.38176148226231,4.829011776571118,Temperate,3325.668422328082,9520.676762890953,Rice
31.16240759128834,53.69744228934136,8.022953695035417,Tropical,1423.4129435116354,5343.243330739361,Corn
27.66807513020847,59.293993484170315,6.944316485462329,Arctic,4492.077576118864,9959.445979737458,Corn
32.429211803754356,58.00862078378112,4.684469274500228,Arctic,3092.5720827886607,9756.984309895532,Rice
31.07344153798229,9.148683739775487,5.98145538265757,Temperate,3798.7596362348336,5685.104550181603,Soybeans
18.731401177720716,87.74608626303804,6.768841112814109,Tropical,2643.4283673619857,7687.9231284628295,Corn
32.85117996979956,26.560004258870606,4.375588382452225,Tropical,3242.3192360041944,5924.601487335722,Rice
25.786844838313016,12.951492128280417,7.970873657833025,Arctic,4770.636707866523,7140.775865150599,Wheat
31.14880310328125,88.87480798689772,7.616215909486908,Temperate,1330.936158494683,5307.125646299163,Rice
32.92182599846986,95.56514982297534,6.273430481094872,Tropical,2015.7510876947845,6119.622938982948,Rice
21.360069499437277,86.21276172654507,8.352069768666267,Temperate,4119.953307642178,6816.363981994497,Potatoes
17.201038490553536,80.95160747248781,5.879924406737949,Tropical,1394.9488275306635,7193.237501230275,Corn
19.558703250838832,65.52419806390218,8.42849643566424,Arctic,1302.6444156164434,9887.481291044467,Soybeans
23.542155772525128,55.08573706091393,7.005639994616322,Arctic,2446.1655950161544,9039.328228419907,Soybeans
31.36029531844986,8.698675991141014,6.8560207296427365,Temperate,1368.6718338897292,8687.049721559732,Potatoes
32.21461166512687,40.845321307069874,4.746797028831033,Arctic,3340.3137688248125,7685.206573709871,Soybeans
15.139042610623815,37.2688517012314,7.968674912370898,Tropical,1905.1010032663994,9199.988803021717,Rice
25.214946051551316,25.97537837603262,5.923703595642769,Arctic,4582.791852797489,6696.614178278555,Potatoes
23.348220062975578,72.3420113688585,4.730050326021157,Temperate,4134.000323381027,8544.495563866582,Wheat
19.442156209414605,49.58757350787708,4.056733839890915,Temperate,3798.8208243979047,9968.91987689086,Corn
17.397307346673657,8.104621590764793,6.5189005763727215,Temperate,3467.776109538008,6573.1445446759935,Corn
21.75230342807256,22.018320194981133,6.373298299552044,Tropical,4453.862921365853,8370.087674419836,Corn
33.858194078250385,68.32587636595959,7.237091300661214,Tropical,1892.2482461710274,9221.574320761913,Rice
21.464058640415104,7.613085949030019,8.006161238580109,Tropical,4492.43537105691,9579.037916753361,Wheat
25.37581243486732,85.12069140487687,4.3573296308936325,Tropical,4157.96919369621,8589.663454700509,Potatoes
29.060379177903556,49.51465270139743,7.291734206531631,Tropical,3992.6433055507423,6418.039617085681,Potatoes
22.27259204758588,48.0586577326648,4.84335374843912,Arctic,3245.022712299696,6631.410757844733,Corn
34.435641654419214,59.24077846595176,7.861796739207238,Tropical,1984.9766438824004,5103.790160619821,Wheat
34.24894589884222,82.46809659251491,7.6857858123774525,Tropical,2694.1916639675856,8804.429888357548,Wheat
20.035645916507285,34.780920790219305,6.43357189743495,Arctic,4174.282618155206,5213.698030309757,Wheat
24.94497011784771,67.80161525590636,7.196092593804902,Tropical,1127.1139374292977,9323.261773013728,Soybeans
21.017566196335395,56.5731963995791,5.414575509326868,Temperate,4128.203077055034,5593.303072372694,Soybeans
20.696809887549353,26.70282701694213,6.120255545197666,Tropical,1960.2829619502659,5859.382560679622,Corn
15.737738947090655,87.8629986355158,7.697366039697123,Tropical,1577.236802886412,7382.632354161186,Wheat
27.191286679597937,79.74260216069281,6.066693387279463,Temperate,1462.8052727212087,8689.402075843711,Wheat
25.05358046457723,65.84518346584255,5.610092193964488,Temperate,1109.0000478032605,5695.011025995388,Potatoes
16.029575024999787,85.05817290942419,6.223956012626349,Temperate,3094.3459408858116,7200.355375332492,Potatoes
20.57292928473223,86.72942009598023,7.727121635967483,Temperate,1873.0394907749178,7414.256372050524,Corn
33.165317719333075,70.83629767150347,5.5084362131689275,Tropical,4957.727063118526,6061.428208342957,Wheat
19.79123781333945,83.7013328363672,4.781927169110848,Temperate,3297.7470234888233,5577.791883403159,Corn
17.897897441824462,69.74714616692836,7.204063091488513,Temperate,1551.5410774240418,9182.104614928197,Potatoes
24.78905520555126,68.01407717603004,7.7169019571863675,Arctic,3755.0501632454616,7512.3282488138275,Potatoes
34.71300908221201,61.86113782151843,4.4528686533559,Temperate,4590.974266038901,5071.906179920765,Soybeans
19.84110543023001,75.27166395576413,5.079433507401751,Temperate,3980.7179814784577,9014.90650654552,Corn
28.442710948117572,15.86051052930737,4.638873953924472,Arctic,1305.7594441577908,9903.969027072924,Corn
30.23239230657435,88.08707591989284,5.56573635211975,Arctic,4583.536724770638,8029.630977071236,Wheat
19.752750879847994,87.1843527745232,6.026579405074357,Tropical,4175.71754343986,7518.541935420353,Wheat
29.56432697223719,2.9247283034559146,7.3697185163348795,Arctic,1633.2156004224576,9392.079315224808,Soybeans
22.355662654385064,82.58167505647627,6.930164131967533,Tropical,1207.1435549312675,9762.583948422993,Rice
27.64611661187159,12.886986747344519,6.794178553652941,Arctic,3229.242301257234,8772.684579512303,Rice
27.670594215217896,33.51188542591419,5.585687259743445,Arctic,1624.1432453599077,7227.264648671439,Rice
25.71549368149517,74.35082562916078,7.78651398888142,Tropical,4338.363810381088,7961.106996657202,Corn
16.805795401088165,16.07598960483082,6.120792253291741,Arctic,2433.338626686695,8504.676825089997,Corn
31.70604991178476,81.79670241190622,8.405972221068195,Tropical,4651.569778946301,5971.367855009007,Potatoes
21.415601299434716,83.21341779577419,6.853639622330816,Arctic,3262.752688564023,7236.00516108219,Corn
18.730370207997083,50.746773376083624,4.568191337040262,Temperate,1730.6895369586725,9149.106323586424,Corn
15.815502831095278,0.638587171683358,7.042799029339453,Arctic,1558.3954694392005,8273.626742492215,Corn
26.817858863764837,28.703813317491278,5.4629680694426455,Tropical,3305.8897502310156,7056.02033605927,Soybeans
28.55128723684565,61.69269183757422,7.088472385087439,Arctic,4047.5344474497756,8316.812670073406,Corn
15.331756578557123,98.11861780274235,4.313385166730826,Tropical,4126.022590968729,5591.112060362299,Wheat
25.24186116598562,63.18135270166684,4.786966467291817,Tropical,2103.0296177651253,7007.488052824381,Wheat
19.529915503958758,25.98035810641598,7.850817665076038,Temperate,1816.98703564867,8965.642689815282,Potatoes
27.903455808188998,63.40057030996113,5.022308006605817,Temperate,1067.0252179695296,6102.54393568324,Soybeans
18.487328580099827,53.99853797158555,7.76668506359323,Tropical,3716.7966048046774,5929.807537787088,Wheat
28.81875476204932,77.98453951511436,5.256742398044847,Arctic,1306.273033734156,9754.093299582157,Soybeans
22.734706926010748,10.698063882695841,6.892968595264184,Tropical,2683.044807063703,6049.488147931153,Soybeans
33.73459977473469,76.1027902502028,7.12367758079424,Tropical,3406.7286560731845,6304.59289825084,Potatoes
17.750418882919867,54.12665786761103,6.306946389152738,Arctic,4748.435779678708,9848.07969452169,Soybeans
21.82132702100517,96.29920038589947,5.373898045135291,Arctic,2247.2085478230747,8673.542851325128,Corn
17.269470424811782,34.187216603868606,4.956899693669932,Arctic,1999.0886497860793,8497.98266511764,Soybeans
33.49387236557126,63.26218931339481,4.149352095530918,Arctic,3616.6406171443937,9264.631919272906,Potatoes
32.54678706761962,93.20281055100175,5.367758805583257,Tropical,3476.956128214327,5579.115411183971,Potatoes
20.15883255430311,10.250972799067926,6.939232557390774,Tropical,2328.4391332324985,8529.781182900035,Potatoes
28.19968092068358,93.72284872364511,8.22237168301817,Temperate,4712.407342039146,7518.443046641194,Wheat
31.344444004024318,68.78857223008133,7.920420170183734,Tropical,4379.449309958531,9145.753201420699,Corn
26.10401623198925,6.78370591051719,7.447291494408862,Arctic,1895.9301834603248,7540.708593325971,Wheat
25.59301156712013,30.096356694681624,7.548013044639844,Temperate,1956.5701817380927,8101.206771344561,Rice
19.837045818009035,70.81720886452815,6.992432065641978,Arctic,3049.2013875483226,7388.710631997679,Corn
16.862055356117985,6.73506014687717,5.171290859047014,Tropical,4094.288406922881,7390.79461777922,Soybeans
32.944315159066534,58.217046017627325,8.082377638176235,Temperate,1176.1615175538575,8839.849890309157,Potatoes
33.00836114326661,34.588305695295674,7.0182954035762535,Arctic,3773.3406149388265,8142.832003236415,Rice
27.66202914546536,62.091551776747714,6.521982839411979,Temperate,3592.9435895283877,8166.316008047052,Corn
21.780595820974014,4.5742033812512854,4.499452611460665,Temperate,1925.920383651953,7251.412419157628,Wheat
21.984191492253217,87.15368061523763,6.011749947128914,Tropical,3725.412052965395,7655.547481687638,Potatoes
29.519113577404788,97.3488969177397,6.071612220408668,Arctic,4760.73276500833,8728.588331023937,Wheat
32.94220519905154,96.88778552856915,7.890536242852015,Temperate,1187.1433798870742,9129.704595559591,Corn
32.741728485302346,74.96518317429248,6.4599169908450484,Temperate,2278.60822116825,8482.807010720231,Corn
30.597510917152476,13.008624013063198,5.711802470366843,Arctic,2752.7068666654213,9620.364944228415,Rice
27.840632923085757,75.82631959290225,8.395601478297966,Temperate,4597.0414356987585,9101.620440736006,Soybeans
16.682799299900978,2.458691645880151,4.498242669968421,Temperate,4849.045786436627,7809.3189490475925,Wheat
18.232574281892276,2.2123551528997254,5.9014679274037505,Temperate,2776.460985985329,8357.030363218684,Rice
32.97108377054158,32.36102191495412,4.1891110382713235,Arctic,4000.113648568765,9631.54138460598,Potatoes
27.1285811931918,48.864319040466576,7.329568543451186,Arctic,3126.6440950579317,8095.840221215292,Soybeans
15.183941032332593,77.04074178077931,8.131344484896179,Arctic,3151.131738965506,9124.034739899154,Rice
17.02943085732064,68.32953766065052,5.260167982977203,Arctic,2112.3980602654256,8444.052517949935,Wheat
28.270035382161115,44.590270637674834,7.8625375455960445,Tropical,1867.8249834555181,7759.681805302333,Corn
15.101231676924375,27.362666628166586,5.31498203707854,Temperate,2152.021383696165,6209.190977076765,Potatoes
18.216161028349973,99.71245001577111,8.098465727397619,Arctic,3225.3120290283173,7129.98759734214,Wheat
25.974675787331723,42.6181302235973,7.3928285661855275,Temperate,1116.6207440883559,9838.714124168579,Soybeans
28.837903953853864,45.13870243296755,7.622080495786474,Temperate,4628.995777425624,8288.826916363,Soybeans
28.03922519005201,16.362382119166917,4.081029500202045,Tropical,1625.1348381991047,7821.9769016949485,Corn
19.485386189211198,79.48095487499293,8.332646606833116,Arctic,1880.3547074855462,9664.783127641138,Corn
29.24358442695072,69.36822257814886,7.270019464316455,Arctic,3073.1047057905853,7932.558905187243,Potatoes
19.744981749936002,22.07696127887604,5.3713799292376,Temperate,3840.4590653491173,7630.412592087015,Potatoes
21.507993963185356,8.238104561584269,7.732275991864811,Arctic,1382.9162189775893,8796.554275751027,Corn
29.92982810236048,68.0499302074713,5.266845392867185,Temperate,2270.7787901886486,8563.328094932722,Corn
27.992657980944294,65.45112142811352,7.927392278047575,Temperate,4874.698422297428,5965.800042042164,Soybeans
31.98446820988356,27.32595269982093,4.506611756853717,Tropical,2049.371867123783,7356.541372870606,Corn
28.15225784600687,95.08635622504103,7.1665868985735806,Tropical,2252.2005802525873,7362.577214097926,Rice
26.36617206670943,15.105789178090024,6.433143144902097,Tropical,4345.993962472134,6891.122576216724,Wheat
16.87349535656185,43.23348010426019,4.434405115879484,Temperate,1200.857726761821,7586.4674107612655,Corn
22.35431606118867,94.36159201675989,5.088522227164775,Arctic,2858.4526752358834,7065.536988635721,Potatoes
20.30404735363451,41.97273169261223,4.055818163247917,Tropical,2518.4670578066807,5996.7274473559155,Rice
19.87979286758167,63.85259476640856,6.1094558445902765,Arctic,2266.3470396346047,7061.8324363734055,Potatoes
34.46021109504891,39.75943979627943,5.355693673420001,Tropical,2142.7983761790583,5361.384737865883,Rice
22.861954493335208,27.421520234867003,6.692608679339915,Tropical,1365.4964194416368,7878.929313872058,Corn
32.84093110354227,98.39776479598282,5.337570134688777,Temperate,2259.3033174065954,9268.272744705559,Wheat
27.622772519945258,40.9334006315043,5.349636001781431,Tropical,1172.2096108626743,8626.435421772776,Potatoes
30.896226070832967,89.40992036791344,7.344369394292215,Tropical,4123.855454577741,6801.970200270556,Rice
25.052741862103844,22.995460589108617,4.21664276190259,Temperate,2592.911175832047,5435.356027886541,Soybeans
26.53807769252718,21.31047040250833,8.063027478363942,Arctic,2775.615329279646,6010.746996126354,Corn
24.850353876377277,3.113408288451136,7.835187434760316,Tropical,4574.378345800526,7727.451702474178,Wheat
18.90485975596089,65.1666825375885,7.005121074518829,Temperate,3632.219935444883,6035.285416915164,Corn
29.44904230523011,36.852634372376116,6.669497065483229,Tropical,1032.2364133684791,7719.865556424837,Soybeans
20.615447248817116,86.4358249839637,8.015361241628435,Temperate,4772.69929184514,6157.995123819494,Wheat
15.486319328629076,47.32099066915572,4.833985807879215,Arctic,1948.5778639108448,9244.619347380365,Soybeans
27.909445918143355,96.81934279147217,4.355361229858729,Arctic,1430.4567390394354,6986.357364202298,Corn
18.542213588140978,18.552551570312115,5.0777957645929215,Temperate,4072.512713523529,6227.753129722455,Rice
33.80917168705828,86.86231679556109,7.575602254150857,Temperate,3001.9092634668727,9061.630901235309,Corn
34.07857154005175,77.65968527917417,4.156016200269175,Temperate,2735.0822640720703,6714.194824027254,Corn
33.29728780440897,77.0921844644052,6.6226307578757035,Arctic,1998.012318730967,5557.438439193909,Corn
22.403174005108887,84.47832281168877,8.479468822860895,Tropical,3189.8859594492747,7852.047457018209,Potatoes
15.309132330577349,76.10239909429988,7.850632422268927,Arctic,2097.5384208103496,7907.8210221899435,Soybeans
33.566371251754504,62.62203216314154,6.346505600696153,Temperate,4606.3320211482705,8573.478376178671,Soybeans
23.563682966346285,13.124487768238758,4.28638409178989,Temperate,1860.8179189327711,6201.097166041928,Soybeans
34.33309638087339,3.2526179491251916,7.741180814735694,Arctic,4537.420601823014,7218.856695461225,Potatoes
34.272399541785056,92.08478478156869,6.695403286797447,Temperate,3237.6217029094278,6411.839595213281,Rice
32.060189109347206,61.665031452073805,4.51719848676805,Arctic,4313.952535580964,5404.768680578441,Corn
20.888977841391714,79.65372909761763,4.422357781705103,Temperate,3851.38398344382,9383.069135079459,Rice
22.701954572038506,48.152235151255006,8.093320687464665,Tropical,3786.7804457469942,8644.349022441706,Potatoes
32.02273343033714,11.730818896239448,7.011401183221353,Tropical,2297.383230780223,6507.315297294003,Soybeans
21.338440103125553,12.518579220255043,7.7317905969254,Temperate,1935.587725888814,7996.864964359931,Corn
18.38985493372185,68.55652872289714,7.955405051270203,Arctic,1843.5449107231525,6006.318940672362,Wheat
26.136025249167005,43.030589489946266,6.57297558421745,Tropical,4428.766628238354,9451.183108978854,Wheat
33.723095483215616,20.052472670033673,6.328508582897686,Arctic,4281.7072810360805,5574.531716809552,Rice
28.92059593349946,49.15945467414369,5.9369233464444555,Temperate,2762.294112049229,5019.185727539005,Soybeans
26.4012234017873,6.420893707513409,5.426259645060037,Arctic,1529.6184539858184,7510.0409886959105,Wheat
16.943529875415372,58.19714019143988,5.955681823864203,Tropical,2529.0090079098336,7915.639117264347,Rice
27.300144533983396,26.899340443509768,7.482458450785703,Arctic,3477.3738165476457,7894.826601479022,Potatoes
34.801077002085265,79.75591006371882,6.708655439568092,Arctic,2817.6126179198113,5272.5596371891315,Rice
17.801680304730482,31.036195892357377,8.016354804796809,Temperate,4120.75707393198,6570.219034592163,Rice
25.366593047274733,45.52201490818012,5.995210064706345,Temperate,4990.491289005542,7495.994734206659,Rice
32.54746143855911,1.1620539908100636,6.731903104234393,Temperate,1764.5283537955875,6082.895928136204,Corn
29.815372355084087,7.244688779455888,6.84088398891395,Tropical,2838.60327863829,9363.129427429481,Rice
28.94031481990536,39.24935564066848,6.662637230378465,Tropical,2723.9356076832883,5435.54644730717,Rice
29.049681679742186,47.99388347171235,7.161851978884823,Temperate,2217.9701309958036,7436.922208360214,Corn
22.189823024395103,60.00205481193037,5.0684506076866285,Temperate,1792.3820668811582,8457.080287565761,Corn
20.871836885289866,29.166257870930323,6.305636998956058,Tropical,1262.7684659586369,6308.755500672412,Potatoes
31.187223109570272,69.49818861265426,4.469011612637565,Tropical,4548.477268894794,8121.203684987591,Soybeans
31.202267893583617,86.01223971892045,5.730300974401656,Tropical,2679.3947907452703,9146.925750711873,Wheat
32.341446371602075,77.98509888933498,6.19450180879569,Tropical,2987.5820740001955,5951.684875475237,Wheat
